"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
1630,23,1,12,2,0,1,0,-4,237,415,-4,-4
1631,19,1,18,1,0,4,0,-4,867,71,-4,-4
1632,19,1,12,1,0,1,0,-4,237,370,0,1202
1633,18,1,17,2,0,4,0,16,659,290,-4,-4
1634,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1635,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1636,19,1,8,1,0,1,0,-4,656,472,-4,-4
1637,14,1,15,1,0,6,1,-4,876,430,0,395
1638,19,1,12,3,1,1,0,-4,607,715,1,440
1639,20,1,18,2,0,1,0,-4,409,195,0,855
1640,20,1,18,2,0,1,0,-4,806,290,0,769
1641,19,1,12,2,0,1,0,-4,267,775,1,838
1642,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1643,14,1,12,3,0,4,1,-4,237,480,1,875
1644,20,2,11,1,0,6,0,-4,-4,-4,-4,-4
1645,18,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5
1646,16,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1647,16,1,11,2,0,1,0,-4,506,721,1,879
1648,17,1,15,2,0,1,1,-4,876,190,1,554
1649,18,1,17,2,0,1,0,17,658,160,0,989
1650,16,1,17,1,0,1,0,-4,869,195,0,-4
1651,18,1,12,2,0,1,0,-4,258,721,1,612
1652,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1653,16,1,12,2,0,1,0,-4,509,472,1,673
1654,16,1,10,1,0,1,0,-4,808,472,0,700
1655,18,1,12,3,0,1,0,-4,389,512,1,925
1656,16,1,12,2,1,1,0,-4,849,650,1,577
1657,14,1,14,1,1,1,0,-4,538,453,1,865
1658,14,1,16,1,0,6,0,-4,876,183,1,529
1659,19,1,12,2,0,1,0,-4,807,195,-4,-4
1660,20,1,12,1,0,1,0,-4,896,450,0,427
1661,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1662,23,2,18,1,0,6,0,-4,638,290,0,664
1663,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1664,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1665,24,1,13,2,1,1,0,-4,196,430,0,520
1666,22,1,16,2,0,1,0,-4,318,290,0,846
1667,18,1,12,3,0,1,0,-4,606,290,0,565
1668,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1669,15,2,12,2,0,2,0,-4,906,340,1,462
1670,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1671,16,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
1672,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1673,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1674,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1675,15,1,15,3,0,1,0,-4,726,385,0,500
1676,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1677,16,1,8,2,0,1,0,-4,16,902,0,313
1678,14,2,15,1,0,4,0,-4,876,182,1,571
1679,17,1,13,2,0,4,0,-4,296,775,1,418
1680,16,1,14,3,0,1,0,-4,267,643,0,533
1681,19,1,12,3,0,1,0,-4,509,715,1,647
1682,17,1,12,3,0,1,0,-4,196,525,1,1088
1683,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1684,19,1,17,2,0,1,0,18,868,193,0,865
1685,16,1,16,2,0,1,0,-4,896,195,0,938
1686,17,1,12,2,0,1,0,-4,509,715,1,640
1687,14,1,12,2,0,1,0,-4,506,450,1,520
1688,15,1,16,2,0,1,0,-4,706,995,0,889
1689,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1690,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1691,14,1,12,2,0,1,0,-4,267,985,1,827
1692,16,1,13,2,0,1,0,-4,656,290,1,436
1693,16,1,14,1,0,6,0,-4,926,370,0,338
1694,16,1,13,1,0,1,0,-4,636,290,1,850
1695,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1696,19,1,15,3,0,1,0,-4,706,290,0,647
1697,15,1,14,2,0,1,0,-4,207,290,0,2404
1698,22,1,12,2,0,1,0,-4,259,394,0,866
1699,16,1,13,1,1,6,0,-4,536,75,0,577
1700,20,1,9,2,0,1,0,-4,258,465,0,689
1701,16,1,16,2,0,1,0,-4,876,183,1,659
1702,15,1,16,2,0,1,0,-4,648,613,0,300
1703,23,1,17,2,0,1,1,-4,869,195,0,664
1704,22,1,14,1,0,1,0,-4,267,370,0,866
1705,20,1,16,3,0,1,0,-4,567,83,0,970
1706,14,1,12,3,0,1,0,-4,409,480,0,930
1707,18,1,14,1,0,1,0,-4,196,290,-4,-4
1708,24,1,12,2,0,1,0,-4,638,650,0,864
1709,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1710,19,1,16,3,0,1,0,-4,807,995,0,846
1711,14,1,13,2,0,1,1,-4,538,453,1,839
1712,16,1,12,2,0,6,0,-4,16,200,-4,-4
1713,15,1,16,2,0,1,0,-4,706,290,0,721
1714,14,1,14,1,0,1,0,-4,638,195,0,601
1715,15,1,12,3,0,1,0,-4,196,290,1,581
1716,22,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1717,17,1,17,1,0,1,0,-4,896,13,0,1202
1718,23,1,16,3,0,1,1,-4,876,180,1,654
1719,22,1,12,3,0,1,0,-4,706,290,0,897
1720,15,1,12,3,0,1,0,-4,196,430,0,600
1721,23,1,11,3,0,1,0,-4,639,715,0,500
1722,17,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
1723,14,1,-5,3,0,1,0,-4,576,775,-4,231
1724,14,1,16,3,0,1,0,-4,876,183,1,399
1725,14,1,12,3,0,1,0,-4,16,200,-4,-4
1726,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1727,15,1,12,3,0,1,0,-4,16,200,-4,-4
1728,22,1,8,3,0,6,0,-4,16,902,0,78
1729,15,1,12,3,0,1,0,-4,238,502,1,567
1730,19,1,14,3,0,6,0,-4,238,394,0,1058
1731,15,1,16,3,0,6,0,-4,307,775,1,625
1732,18,1,13,3,0,1,0,-4,567,480,1,948
1733,16,1,-5,3,1,1,0,-4,258,480,0,500
1734,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1735,14,1,12,3,1,6,0,-4,609,775,0,300
1736,17,1,18,3,0,1,0,-4,658,160,-4,800
1737,16,1,12,3,0,4,0,-4,999,653,0,500
1738,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1739,22,1,12,3,0,1,0,-4,306,425,1,725
1740,24,1,18,3,0,1,0,-4,536,290,0,532
1741,22,1,12,3,0,1,0,-4,569,191,1,995
1742,16,1,14,2,0,1,0,-4,217,394,0,6923
1743,14,1,16,2,0,1,0,-4,936,270,0,709
1744,16,1,13,3,0,1,0,-4,656,394,-4,381
1745,24,1,17,2,0,1,0,-4,876,183,1,940
1746,17,1,14,3,0,1,0,-4,306,775,1,817
1747,16,1,12,1,0,1,0,14,257,290,0,831
1748,16,1,14,3,0,1,0,-4,396,380,0,375
1749,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1750,14,1,12,3,0,1,1,-4,387,775,1,700
1751,14,1,12,3,0,1,0,-4,276,430,-4,595
1752,24,1,12,3,0,6,0,-4,16,200,-4,-4
1753,14,1,16,3,0,1,0,-4,609,394,0,769
1754,16,1,15,1,1,1,0,16,196,82,0,865
1755,15,1,15,2,0,1,0,-4,419,21,0,721
1756,16,1,18,3,0,4,0,-4,876,60,0,1334
1757,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1758,14,1,12,3,0,1,0,-4,259,453,1,780
1759,15,1,13,3,0,1,1,-4,806,985,0,660
1760,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1761,14,1,-5,3,0,1,0,-4,17,103,-4,417
1762,21,1,9,3,0,1,0,-4,196,525,-4,-4
1763,24,1,10,3,0,1,0,-4,807,650,-4,-4
1764,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1765,16,1,12,3,0,1,0,-4,206,970,-4,-4
1766,14,1,9,3,0,6,0,-4,206,970,-4,-4
1767,24,1,8,3,0,1,0,-4,217,775,0,446
1768,17,1,14,3,0,1,0,-4,196,715,0,462
1769,19,1,12,3,0,1,0,-4,306,430,0,536
1770,21,1,18,3,0,5,0,-4,867,162,-4,-4
1771,14,1,16,3,0,1,0,-4,876,183,1,508
1772,15,1,14,3,0,1,0,-4,689,394,0,462
1773,21,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1774,20,1,18,1,0,1,0,-4,876,183,1,603
1775,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1776,17,1,12,2,0,1,1,-4,638,290,0,962
1777,14,1,16,3,0,1,1,-4,916,192,-4,479
1778,24,1,18,3,0,1,0,-4,16,200,-4,-4
1779,20,1,12,3,0,1,1,-4,898,14,-4,-4
1780,18,1,12,1,0,4,0,-4,506,713,1,-4
1781,14,1,12,1,0,1,0,-4,867,185,0,580
1782,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1783,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1784,22,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1785,24,1,11,3,0,1,0,-4,196,425,1,910
1786,19,1,10,2,0,1,0,-4,269,985,1,555
1787,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1788,17,1,14,2,0,1,0,-4,398,380,0,1282
1789,18,1,17,3,0,6,0,-4,876,183,0,481
1790,15,1,11,2,0,1,0,-4,657,715,0,-4
1791,18,1,16,3,0,1,0,-4,926,270,0,548
1792,14,1,12,3,0,1,0,-4,196,523,1,1305
1793,24,1,-5,3,0,1,0,-4,876,290,0,812
1794,22,1,18,2,0,1,0,-4,309,0,0,-4
1795,20,1,12,3,0,1,0,-4,239,775,0,529
1796,16,1,12,3,0,1,0,-4,196,985,-4,-4
1797,16,1,10,3,0,1,0,-4,16,200,-4,-4
1798,15,1,-5,1,1,1,0,-4,196,495,1,650
1799,14,1,16,3,0,6,0,16,876,182,0,342
1800,17,1,0,2,0,6,0,-4,-4,-4,-4,-4
1801,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1802,24,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1803,15,1,12,2,0,1,0,-4,398,512,0,803
1804,15,1,12,3,0,4,0,-4,196,403,1,1200
1805,17,1,18,2,0,1,0,-4,16,194,1,675
1806,14,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5
1807,19,1,12,3,0,1,0,-4,16,200,-4,-4
1808,16,1,-5,3,0,6,0,-4,657,632,1,438
1809,15,1,12,2,0,1,0,-4,146,685,0,126
1810,14,1,16,1,0,6,0,-4,196,72,0,800
1811,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1812,22,1,12,3,0,1,0,-4,259,430,0,704
1813,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1814,24,1,17,3,1,1,0,-4,999,995,0,1202
1815,23,1,14,1,1,1,0,14,248,350,0,-4
1816,23,1,12,2,0,1,0,-4,618,394,0,-4
1817,18,1,12,2,0,1,0,-4,196,290,-4,-4
1818,14,1,12,2,0,1,0,12,196,425,-4,-4
1819,20,1,12,2,1,1,0,-4,317,394,0,710
1820,19,1,13,2,0,1,0,14,689,394,0,-4
1821,15,1,16,2,0,1,0,-4,726,163,0,750
1822,15,1,11,2,0,1,0,-4,296,452,0,586
1823,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1824,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1825,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1826,15,1,13,3,0,1,0,-4,136,685,1,1083
1827,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1828,15,1,14,2,0,6,1,-4,267,191,0,577
1829,24,1,18,2,0,1,0,-4,16,194,-4,-4
1830,22,1,18,3,0,1,0,-4,876,42,-4,-4
1831,22,1,12,2,0,1,0,-4,567,370,0,-4
1832,15,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
1833,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1834,17,1,13,2,0,1,0,-4,267,775,1,1071
1835,16,1,16,3,0,6,1,-4,876,182,1,419
1836,18,1,-5,2,0,6,0,-4,269,430,0,450
1837,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1838,14,1,18,3,0,1,0,-4,16,194,0,1154
1839,14,1,12,3,0,1,0,-4,259,775,1,797
1840,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1841,15,1,16,3,0,1,0,17,879,171,0,615
1842,15,1,-5,3,0,1,0,-4,16,200,-4,-4
1843,23,1,12,3,0,1,0,-4,936,850,0,371
1844,17,1,12,3,0,4,0,-4,936,853,0,401
1845,17,1,12,3,0,1,0,-4,256,721,1,577
1846,14,1,12,3,0,1,0,-4,689,632,0,-4
1847,21,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
1848,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1849,14,1,16,3,0,1,0,-4,516,775,0,462
1850,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1851,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1852,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1853,14,1,12,2,0,1,0,-4,867,834,0,-4
1854,18,1,12,3,0,1,0,-4,259,643,1,710
1855,14,1,12,3,0,1,0,-4,196,411,1,1023
1856,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1857,16,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1858,19,1,12,3,0,1,0,-4,239,631,1,800
1859,17,1,12,3,0,1,0,-4,239,775,1,909
1860,15,1,12,3,0,1,0,-4,267,643,1,898
1861,19,1,9,1,0,4,0,-4,267,775,1,734
1862,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1863,21,1,12,1,0,4,0,-4,888,775,1,366
1864,19,1,18,3,0,6,0,-4,867,303,0,-4
1865,16,1,15,2,0,1,0,-4,647,394,-4,-4
1866,17,1,13,3,0,6,0,-4,868,285,0,350
1867,19,1,12,3,0,1,0,-4,258,480,1,700
1868,20,1,12,3,0,1,0,-4,239,775,1,729
1869,24,1,12,2,0,1,0,-4,268,775,1,1008
1870,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1871,24,1,13,3,0,1,0,-4,879,23,0,308
1872,14,1,18,3,0,1,0,-4,999,154,0,1059
1873,22,1,13,3,0,6,0,13,648,394,1,605
1874,23,1,12,3,1,4,0,-4,196,290,0,1250
1875,14,1,18,1,0,6,1,-4,678,394,-4,265
1876,17,1,15,3,0,6,0,16,849,964,0,432
1877,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1878,18,1,15,3,0,1,0,-4,136,430,0,-4
1879,24,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
1880,18,1,14,2,0,1,0,-4,636,430,0,1026
1881,23,1,18,1,0,6,0,-4,876,290,0,721
1882,18,1,18,2,0,1,0,-4,716,290,0,3849
1883,14,1,12,2,0,1,0,-4,726,385,0,641
1884,15,1,16,1,0,1,0,-4,258,191,1,1039
1885,20,1,13,2,0,1,0,-4,16,200,-4,-4
1886,15,1,14,1,0,4,1,-4,726,192,0,986
1887,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1888,17,1,13,3,0,1,0,-4,16,200,-4,-4
1889,18,1,12,3,0,6,0,-4,276,510,1,577
1890,17,1,12,3,0,1,0,-4,309,775,0,400
1891,15,1,11,3,0,1,0,-4,689,775,0,400
1892,14,1,12,3,0,1,0,-4,208,775,1,-4
1893,18,1,16,1,0,6,1,-4,-4,-4,-4,-4
1894,24,1,16,3,0,1,0,-4,276,285,0,700
1895,16,1,14,3,0,1,0,-4,638,250,1,540
1896,17,1,13,3,0,1,0,13,867,303,0,831
1897,14,1,13,3,0,6,0,-4,808,290,-4,-4
1898,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1899,22,1,12,3,0,1,0,-4,196,525,0,721
1900,23,1,17,2,0,4,0,-4,618,394,0,904
1901,15,1,16,2,0,6,0,-4,867,195,0,769
1902,17,1,-5,2,0,1,0,-4,259,190,0,553
1903,24,1,13,1,0,1,0,-4,609,394,0,769
1904,17,1,12,2,0,1,0,-4,656,290,-4,-4
1905,23,1,13,2,0,1,0,-4,389,480,1,828
1906,23,1,12,1,0,1,0,-4,389,775,0,730
1907,23,1,12,1,0,4,0,-4,196,520,0,770
1908,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1909,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1910,24,1,12,2,0,1,0,-4,657,290,-4,-4
1911,21,1,12,1,0,6,0,-4,509,715,1,714
1912,18,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1913,18,1,12,1,0,1,0,-4,507,641,1,667
1914,21,1,12,2,0,1,0,-4,196,290,0,783
1915,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1916,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1917,20,1,16,3,0,1,1,-4,258,85,0,693
1918,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1919,19,1,16,1,0,1,0,-4,626,290,0,756
1920,18,1,16,2,0,1,0,-4,607,394,0,593
1921,20,1,12,2,0,1,0,-4,146,715,0,577
1922,15,1,13,2,0,1,0,-4,656,472,0,393
1923,24,2,13,2,0,1,0,-4,416,415,1,926
1924,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1925,23,1,14,2,0,1,0,-4,656,290,0,625
1926,24,1,12,2,0,1,0,-4,209,430,1,900
1927,21,1,18,2,0,1,0,-4,396,75,0,1442
1928,18,1,14,2,0,6,0,-4,736,154,0,808
1929,15,1,16,2,0,1,0,17,638,250,0,407
1930,16,1,12,2,0,1,0,-4,656,394,1,769
1931,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1932,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1933,24,1,12,2,0,1,0,-4,248,465,1,827
1934,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1935,16,1,16,1,1,1,0,16,269,290,0,942
1936,20,1,12,2,0,6,0,-4,649,474,-4,-4
1937,23,1,12,2,0,1,0,-4,196,411,-4,-4
1938,20,1,16,3,0,1,0,-4,936,853,1,938
1939,20,1,18,3,0,1,0,-4,876,290,1,616
1940,24,1,13,3,0,1,0,-4,196,523,-4,1150
1941,21,1,17,3,0,1,0,-4,849,964,0,419
1942,16,1,16,3,0,6,0,-4,196,411,-4,-4
1943,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1944,14,1,12,3,0,1,0,-4,536,380,0,566
1945,20,1,12,3,0,6,0,-4,196,430,0,500
1946,18,1,12,3,0,1,0,-4,626,430,0,525
1947,16,1,12,3,0,6,0,-4,609,715,1,750
1948,21,1,16,1,0,6,0,-4,926,370,1,751
1949,24,1,12,3,0,1,0,-4,868,832,0,630
1950,20,1,17,3,0,1,0,-4,666,394,-4,-4
1951,14,1,12,3,0,1,0,-4,666,480,-4,-4
1952,19,1,16,3,0,1,0,16,876,183,1,769
1953,21,1,12,3,0,1,0,-4,308,290,0,533
1954,24,1,12,3,0,1,0,-4,16,200,-4,-4
1955,15,1,13,2,0,1,0,13,626,473,0,805
1956,15,1,17,1,0,1,0,18,869,105,-4,-4
1957,17,1,17,1,1,4,0,-4,916,105,0,962
1958,14,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1959,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1960,14,1,17,2,0,1,1,-4,876,183,1,-4
1961,15,1,14,2,0,1,0,-4,606,290,0,1298
1962,15,1,15,3,0,5,0,16,807,394,0,429
1963,21,1,18,1,0,1,0,-4,869,105,-4,-4
1964,24,2,15,2,0,1,0,17,906,370,1,865
1965,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1966,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1967,16,1,16,2,0,1,0,-4,509,290,0,654
1968,15,1,18,1,0,1,0,-4,869,105,0,760
1969,19,1,16,2,0,1,0,-4,259,285,0,940
1970,17,1,16,2,0,1,0,-4,536,290,0,885
1971,18,1,18,2,0,1,0,-4,876,182,1,1106
1972,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1973,24,1,11,2,0,1,0,-4,509,715,1,687
1974,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1975,21,1,15,2,0,1,0,-4,726,385,0,-4
1976,17,1,11,1,0,1,0,-4,666,290,0,1080
1977,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1978,14,1,13,2,0,1,0,-4,657,472,-4,-4
1979,20,1,15,2,0,1,0,-4,619,370,0,865
1980,14,1,13,2,0,1,0,-4,196,421,1,1305
1981,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1982,18,1,12,2,0,1,0,-4,409,285,0,701
1983,22,1,16,3,0,6,0,-4,257,290,0,1185
1984,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1985,23,1,17,2,0,1,0,-4,386,394,0,897
1986,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1987,20,1,12,2,0,1,0,-4,636,290,1,1058
1988,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1989,14,1,16,2,0,5,0,-4,898,195,0,670
1990,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1991,14,1,12,2,0,1,0,-4,656,472,1,310
1992,16,1,15,2,0,6,1,-4,807,851,0,444
1993,14,1,15,2,0,6,0,-4,156,685,1,909
1994,21,1,12,2,0,1,0,-4,509,715,1,654
1995,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1996,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1997,18,1,18,2,0,1,0,-4,869,105,0,-4
1998,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1999,15,1,16,2,0,6,0,-4,196,82,0,912
2000,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2001,19,1,9,1,0,1,0,-4,606,472,1,800
2002,18,1,15,2,0,6,0,-4,649,290,0,840
2003,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,20,1,12,2,0,1,0,-4,258,394,1,874
2005,16,1,16,2,0,1,0,-4,658,290,0,635
2006,15,1,12,2,0,1,0,-4,196,715,1,1100
2007,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2008,19,1,18,1,0,6,0,-4,396,370,0,604
2009,15,1,15,2,0,4,0,14,896,93,-4,-4
2010,21,1,18,3,0,1,0,-4,926,270,0,849
2011,22,1,12,2,0,1,0,-4,409,775,1,700
2012,24,1,16,2,0,1,0,-4,196,425,-4,-4
2013,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2014,19,1,12,3,0,1,0,-4,16,200,-4,-4
2015,18,1,12,2,0,1,0,-4,196,421,1,1289
2016,19,1,11,2,0,1,0,-4,258,430,0,-4
2017,16,1,12,2,0,1,0,-4,196,510,1,1290
2018,17,1,18,1,0,6,0,-4,846,10,0,-4
2019,14,1,16,1,0,6,0,-4,396,380,0,605
2020,16,1,12,2,0,1,0,-4,639,290,-4,-4
2021,14,1,12,2,0,1,1,-4,407,643,0,826
2022,18,1,12,2,0,6,0,-4,16,200,-4,-4
2023,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2024,15,1,12,2,0,1,0,-4,416,415,0,1015
2025,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2026,14,1,11,2,0,1,0,-4,319,775,1,675
2027,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2028,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2029,22,1,12,2,0,1,0,-4,237,370,0,673
2030,19,1,12,2,0,1,0,-4,237,985,0,1282
2031,24,1,13,2,1,1,0,-4,316,650,0,697
2032,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2033,21,1,-5,2,0,1,0,-4,256,525,1,913
2034,17,2,12,3,1,6,0,-4,16,715,0,375
2035,14,2,12,1,0,6,0,-4,656,851,0,960
2036,17,2,12,1,0,1,0,-4,196,290,-4,-4
2037,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2038,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2039,23,2,7,1,0,1,0,-4,238,415,1,625
2040,18,2,12,1,0,6,0,-4,237,775,1,441
2041,18,1,12,1,0,1,0,-4,237,450,1,576
2042,18,1,12,1,0,1,0,-4,237,643,1,1016
2043,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2044,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2045,14,1,14,1,0,1,1,-4,259,83,0,693
2046,16,1,14,2,0,1,0,-4,237,775,1,1010
2047,19,1,10,3,0,1,0,-4,828,650,1,462
2048,15,1,-4,1,1,1,0,-4,807,290,0,769
2049,17,1,12,3,0,1,0,-4,247,403,1,1326
2050,15,1,14,2,0,1,0,-4,926,853,0,577
2051,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2052,18,1,12,2,0,1,0,-4,569,453,1,925
2053,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2054,15,1,16,2,0,1,1,-4,879,23,0,315
2055,14,1,16,1,0,6,0,17,736,393,-4,-4
2056,19,1,18,3,0,1,0,-4,869,105,-4,-4
2057,17,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
2058,23,1,12,3,0,1,0,-4,926,853,0,508
2059,19,1,17,2,0,1,0,-4,876,183,1,513
2060,16,1,8,3,0,1,0,-4,196,545,0,700
2061,16,1,16,3,0,1,0,-4,879,23,0,227
2062,23,1,11,3,0,1,0,-4,196,411,-4,-4
2063,17,1,12,2,0,1,0,-4,416,480,0,1039
2064,16,1,13,3,0,6,0,-4,906,323,1,803
2065,19,1,12,2,0,1,0,-4,307,775,1,510
2066,17,1,11,3,0,4,0,-4,306,480,1,650
2067,14,1,12,2,0,1,0,-4,656,394,-4,-4
2068,22,1,18,2,0,1,0,-4,867,162,-4,-4
2069,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2070,16,1,13,2,1,1,0,-4,16,222,0,481
2071,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2072,17,1,12,1,1,1,0,-4,398,120,0,-4
2073,14,1,13,1,1,4,0,14,426,350,0,635
2074,19,1,18,2,0,1,1,-4,876,290,1,767
2075,16,1,12,2,0,1,0,-4,196,510,1,1138
2076,19,1,12,2,0,1,0,-4,196,421,-4,-4
2077,23,1,16,2,1,1,0,-4,736,290,0,2404
2078,15,1,16,2,0,1,0,-4,259,775,0,405
2079,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2080,15,1,13,1,0,1,0,-4,196,985,1,1065
2081,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2082,16,1,13,1,0,1,0,-4,656,250,0,756
2083,19,1,12,1,0,4,0,-4,258,525,1,980
2084,22,1,13,2,0,1,0,-4,258,643,1,781
2085,17,1,16,2,0,1,0,-4,689,290,-4,-4
